[?1034hMRR : 0.558	
P@1 : 0.376	
0.064426203649777	0.058024790138006	
0.099440209252018	0.062099289149046	
0.10574273026042	0.06090072542429	
0.10994441093269	0.063668385148048	
0.12044861261336	0.065151125192642	
0.13305365463017	0.060230053961277	
0.14075673586266	0.062739089131355	
0.17296962101672	0.06415518373251	
0.17366990112877	0.060854516923428	
0.19677914482625	0.063153848052025	
0.20868390673101	0.062370389699936	
0.22619090953213	0.060832977294922	
0.24019651177303	0.064421907067299	
0.24229735210916	0.05825773999095	
0.24789959300552	0.055929124355316	
0.24930015322961	0.055742166936398	
0.25350183390188	0.033021420240402	
0.25490239412597	0.066539406776428	
0.26050463502233	0.065841540694237	
0.26330575547051	0.065546035766602	
0.26400603558255	0.062297184020281	
0.271008836703	0.064966574311256	
0.27521051737527	0.064219243824482	
0.3039220019691	0.060240801423788	
0.31372592353773	0.056783489882946	
0.35294160981224	0.061370067298412	
0.35364188992429	0.064615771174431	
0.37535057339768	0.064374357461929	
0.37675113362177	0.060835298150778	
0.37815169384586	0.062127120792866	
0.38165309440608	0.060398552566767	
0.40406205799151	0.060291979461908	
0.45238138572261	0.06172452121973	
0.48249343054053	0.062639325857162	
0.48739539132485	0.061109483242035	
0.49649903278143	0.05933029577136	
0.50210127367779	0.062019675970078	
0.51050463502233	0.058005567640066	
0.52451023726322	0.058625973761082	
0.55182116163297	0.062912791967392	
0.55532256219319	0.063789092004299	
0.57282956499431	0.054308008402586	
0.57983236611476	0.059865068644285	
0.59173712801952	0.062049247324467	
0.60364188992429	0.058665309101343	
0.61904805238927	0.058471485972404	
0.65266149776742	0.058411635458469	
0.7366951112128	0.065087348222733	
0.74649903278143	0.064892441034317	
0.75490239412597	0.054628357291222	
0.76400603558255	0.01892776787281	
0.78641499916798	0.064827680587769	
0.7913169599523	0.057744581252337	
0.84173712801952	0.05808337777853	
0.84383796835566	0.058319706469774	
0.85084076947611	0.067376315593719	
0.86904805238927	0.056177627295256	
0.86974833250132	0.061677828431129	
0.87044861261336	0.058588907122612	
0.88375393474221	0.06445275247097	
0.90896401877583	0.056260604411364	
0.92717130168899	0.061637494713068	
0.95658306639487	0.012553431093693	
0.9600844669551	0.069187238812447	
0.97829174986826	0.058198876678944	
0.97899202998031	0.068934738636017	
MRR : 0.558	
P@1 : 0.392	
Loss after 1 epochs: 0.062	
0.005602674238012	0.059691183269024	
0.032213318495715	0.060018002986908	
0.048319761072746	0.064653441309929	
0.054622282081149	0.058478929102421	
0.074930405330449	0.053724437952042	
0.094538248467704	0.061527624726295	
0.10714329048451	0.051396276801825	
0.11904805238927	0.056391902267933	
0.12535057339768	0.064711585640907	
0.1288519739579	0.051946841180325	
0.13305365463017	0.063932634890079	
0.13375393474221	0.058632649481297	
0.17437018124081	0.051840998232365	
0.19187718404193	0.054076388478279	
0.20028054538647	0.029420737177134	
0.20798362661896	0.049173258244991	
0.20868390673101	0.049847766757011	
0.22829174986826	0.074860453605652	
0.22899202998031	0.054670665413141	
0.23459427087667	0.063661202788353	
0.23949623166098	0.067000478506088	
0.24019651177303	0.057297486811876	
0.2507007134537	0.010688181966543	
0.26120491513437	0.054997872561216	
0.28221331849572	0.056713171303272	
0.28641499916798	0.058506816625595	
0.29061667984025	0.060742009431124	
0.29201724006434	0.060838546603918	
0.29411808040048	0.054317306727171	
0.29831976107275	0.058840285986662	
0.29972032129684	0.055230032652617	
0.31232536331364	0.062772855162621	
0.31372592353773	0.050482042133808	
0.31442620364978	0.062156483530998	
0.31932816443409	0.064082458615303	
0.3382357274593	0.061616249382496	
0.35084076947611	0.05337531119585	
0.37955225406994	0.067248456180096	
0.39705925687107	0.055762492120266	
0.40196121765538	0.046984646469355	
0.41106485911196	0.051096446812153	
0.44467830449011	0.060142710804939	
0.4537819459467	0.054084274917841	
0.47268950897191	0.047464821487665	
0.47969231009235	0.068436868488789	
0.51260547535846	0.04026947915554	
0.521008836703	0.056302927434444	
0.55322172185706	0.054288677871227	
0.55672312241728	0.04971082881093	
0.58753544734726	0.061749491840601	
0.61554665182905	0.042109489440918	
0.63795561541448	0.057388748973608	
0.65126093754333	0.050358381122351	
0.65826373866378	0.039737243205309	
0.66666710000832	0.038097951561213	
0.69887998516238	0.042510218918324	
0.70168110561056	0.036128748208284	
0.70588278628283	0.042398262768984	
0.72058866863577	0.016201101243496	
0.75770351457415	0.0024385191500187	
0.78711527928003	0.034529060125351	
0.80952424286546	0.028860755264759	
0.81302564342569	0.0045936964452267	
0.81372592353773	0.0050447769463062	
0.81862788432205	0.054085947573185	
0.83403404678703	0.053651936352253	
0.85084076947611	0.068001918494701	
0.89075673586266	0.060317575931549	
0.89845981709515	0.045888975262642	
0.90056065743129	0.061063766479492	
0.9537819459467	0.0051437951624393	
0.95518250617079	0.0033986493945122	
MRR : 0.614	
P@1 : 0.471	
Loss after 2 epochs: 0.052	
0.005602674238012	0.030230291187763	
0.025210517375267	0.042557008564472	
0.028711917935491	0.033332228660583	
0.032213318495715	0.047138247638941	
0.045518640624567	0.053202752023935	
0.08963628768339	0.04981679096818	
0.09103684790748	0.039685972034931	
0.095938808691794	0.051749616861343	
0.10714329048451	0.025106307119131	
0.11274553138087	0.042012602090836	
0.12535057339768	0.050442956387997	
0.12815169384586	0.046575583517551	
0.13375393474221	0.056943494826555	
0.17437018124081	0.03749080747366	
0.17857186191308	0.0084180533885956	
0.19817970505034	0.0096763372421265	
0.21078474706714	0.057311303913593	
0.21218530729123	0.052071314305067	
0.22829174986826	0.044594764709473	
0.26470631569459	0.035908725112677	
0.27871191793549	0.049902759492397	
0.28081275827163	0.058172818273306	
0.3319332064509	0.0081042088568211	
0.34593880869179	0.02638677880168	
0.35574273026042	0.025280099362135	
0.36834777227723	0.027492184191942	
0.37465029328563	0.038342271000147	
0.38655505519039	0.032117251306772	
0.38725533530244	0.058043856173754	
0.39075673586266	0.040668249130249	
0.40406205799151	0.039902698248625	
0.41806766023241	0.029016900807619	
0.42156906079263	0.04047017917037	
0.43417410280944	0.044295612722635	
0.44747942493829	0.044120892882347	
0.46428614762737	0.021993726491928	
0.47128894874782	0.031307592988014	
0.50210127367779	0.040865186601877	
0.50910407479824	0.029251780360937	
0.52310967703913	0.023570224642754	
0.52380995715118	0.045249879360199	
0.53151303838367	0.037663452327251	
0.53571471905594	0.013506624847651	
0.53851583950412	0.032021962106228	
0.54341780028843	0.065988153219223	
0.54972032129684	0.064288534224033	
0.55742340252933	0.058852404356003	
0.57072872465818	0.026252716779709	
0.57142900477022	0.022915504872799	
0.57352984510636	0.038545213639736	
0.5819332064509	0.025036033242941	
0.58543460701112	0.049256131052971	
0.58963628768339	0.068371571600437	
0.59523852857975	0.039136491715908	
0.614846371717	0.044299948960543	
0.61904805238927	0.021986406296492	
0.64635897675902	0.033880017697811	
0.65336177787947	0.041251003742218	
0.65896401877583	0.050597511231899	
0.6631656994481	0.034430921077728	
0.66526653978423	0.047621250152588	
0.68417410280944	0.014501314610243	
0.69467830449011	0.023364115506411	
0.70798362661896	0.032825797796249	
0.71778754818759	0.02111804485321	
0.7507007134537	0.032195318490267	
0.75140099356574	0.020366758108139	
0.78081275827163	0.047451827675104	
0.8319332064509	0.047326065599918	
0.86274553138087	0.048971954733133	
0.8725494529495	0.026721153408289	
0.91036457899992	0.024786528199911	
0.94887998516238	0.00027689337730408	
0.97268950897191	0.033285457640886	
0.99299763222121	0.057213809341192	
MRR : 0.649	
P@1 : 0.508	
Loss after 3 epochs: 0.036	
0.011905195246415	0.026570871472359	
0.037815559392074	0.02364444360137	
0.056723122417284	0.049112614244223	
0.060224522977508	0.035775270313025	
0.065126483761822	0.034127328544855	
0.067227324097956	0.035951543599367	
0.07212928488227	0.024112548679113	
0.090336567795435	0.022497974336147	
