[?1034hMRR : 0.558	
P@1 : 0.376	
0.064426203649777	0.050021484494209	
0.099440209252018	0.050004225224257	
0.10574273026042	0.050000976771116	
0.10994441093269	0.050000566989183	
0.12044861261336	0.050000391900539	
0.13305365463017	0.050000324845314	
0.14075673586266	0.049999013543129	
0.17296962101672	0.050000671297312	
0.17366990112877	0.050000205636024	
0.19677914482625	0.050000034272671	
0.20868390673101	0.050000231713057	
0.22619090953213	0.05000003054738	
0.24019651177303	0.050000090152025	
0.24229735210916	0.050000119954348	
0.24789959300552	0.049966484308243	
0.24930015322961	0.049826588481665	
0.25350183390188	0.049285020679235	
0.25490239412597	0.050134848803282	
0.26050463502233	0.05006617680192	
0.26330575547051	0.050014667212963	
0.26400603558255	0.050182193517685	
0.271008836703	0.050005149096251	
0.27521051737527	0.050000607967377	
0.3039220019691	0.050000604242086	
0.31372592353773	0.05000202357769	
0.35294160981224	0.050000581890345	
0.35364188992429	0.050000082701445	
0.37535057339768	0.049999486654997	
0.37675113362177	0.050000246614218	
0.37815169384586	0.050000175833702	
0.38165309440608	0.050000164657831	
0.40406205799151	0.05000027641654	
0.45238138572261	0.050001136958599	
0.48249343054053	0.050000302493572	
0.48739539132485	0.050000231713057	
0.49649903278143	0.050000138580799	
0.50210127367779	0.050000339746475	
0.51050463502233	0.050000708550215	
0.52451023726322	0.050008822232485	
0.55182116163297	0.049999721348286	
0.55532256219319	0.050001677125692	
0.57282956499431	0.050000373274088	
0.57983236611476	0.050000261515379	
0.59173712801952	0.050000485032797	
0.60364188992429	0.050000302493572	
0.61904805238927	0.05000065267086	
0.65266149776742	0.050000201910734	
0.7366951112128	0.050006192177534	
0.74649903278143	0.050003327429295	
0.75490239412597	0.049989998340607	
0.76400603558255	0.047797791659832	
0.78641499916798	0.050012942403555	
0.7913169599523	0.050009295344353	
0.84173712801952	0.050052266567945	
0.84383796835566	0.050004944205284	
0.85084076947611	0.050004340708256	
0.86904805238927	0.05000028014183	
0.86974833250132	0.04997643083334	
0.87044861261336	0.049953304231167	
0.88375393474221	0.050000958144665	
0.90896401877583	0.049981687217951	
0.92717130168899	0.05000064894557	
0.95658306639487	0.046485431492329	
0.9600844669551	0.052347961813211	
0.97829174986826	0.050082191824913	
0.97899202998031	0.05010412633419	
MRR : 0.504	
P@1 : 0.312	
Loss after 1 epochs: 0.052	
0.005602674238012	0.050000250339508	
0.032213318495715	0.050015769898891	
0.048319761072746	0.049936830997467	
0.054622282081149	0.049999643117189	
0.074930405330449	0.050000101327896	
0.094538248467704	0.050000119954348	
0.10714329048451	0.050000119954348	
0.11904805238927	0.050000037997961	
0.12535057339768	0.050000909715891	
0.1288519739579	0.050007935613394	
0.13305365463017	0.050003156065941	
0.13375393474221	0.050017971545458	
0.17437018124081	0.050000101327896	
0.19187718404193	0.050000112503767	
0.20028054538647	0.050000242888927	
0.20798362661896	0.050000078976154	
0.20868390673101	0.050000187009573	
0.22829174986826	0.05000052973628	
0.22899202998031	0.050000440329313	
0.23459427087667	0.050000555813313	
0.23949623166098	0.050000440329313	
0.24019651177303	0.050001695752144	
0.2507007134537	0.049130998551846	
